Virtual User Script started at: 26.09.2020 21:10:30	[MsgId: MMSG-15967]
Action.c(34): Detected non-resource "http://localhost:1080/WebTours/header.html" in "http://localhost:1080/WebTours/"  	[MsgId: MMSG-26574]
Action.c(34): Detected non-resource "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" in "http://localhost:1080/WebTours/"  	[MsgId: MMSG-26574]
Action.c(34): Found resource "http://localhost:1080/WebTours/images/hp_logo.png" in HTML "http://localhost:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
Action.c(34): Found resource "http://localhost:1080/WebTours/images/webtours.png" in HTML "http://localhost:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
Action.c(34): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?in=home" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(34): Detected non-resource "http://localhost:1080/WebTours/home.html" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(34): Notify: Saving Parameter "userSession = 129699.783880113zzHVtDcpzDDDDDDDtAAcipfQfi".	[MsgId: MMSG-13798]
Action.c(34): Found resource "http://localhost:1080/WebTours/images/mer_login.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?in=home"  	[MsgId: MMSG-26659]
Action.c(34): Registered web_reg_find successful for "Text=A Session ID has been created and loaded into a cookie called MSO." (count=1)  	[MsgId: MMSG-26364]
Action.c(34): web_url("WebTours") was successful, 10078 body bytes, 2371 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(44): Notify: Transaction "connection" ended with a "Pass" status (Duration: 1,9740 Wasted Time: 0,0003).	[MsgId: MMSG-16871]
Action.c(46): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(46): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
Action.c(46): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(48): web_add_auto_header("Sec-Fetch-Dest") started  	[MsgId: MMSG-26355]
Action.c(48): web_add_auto_header("Sec-Fetch-Dest") was successful  	[MsgId: MMSG-26392]
Action.c(51): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(51): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
Action.c(51): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(53): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(53): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(56): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
Action.c(56): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
Action.c(59): Notify: Transaction "login" started.	[MsgId: MMSG-16999]
Action.c(62): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(62): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(65): web_submit_data("login.pl") started  	[MsgId: MMSG-26355]
Action.c(65): Notify: Parameter Substitution: parameter "userSession" =  "129699.783880113zzHVtDcpzDDDDDDDtAAcipfQfi"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "login" =  "VUser11"	[MsgId: MMSG-13992]
Action.c(65): Notify: Next row for parameter password = 11 [table  = password].	[MsgId: MMSG-13876]
Action.c(65): Notify: Parameter Substitution: parameter "password" =  "VUser11"	[MsgId: MMSG-13992]
Action.c(65): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" in "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(65): Detected non-resource "http://localhost:1080/cgi-bin/login.pl?intro=true" in "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(65): Found resource "http://localhost:1080/WebTours/images/flights.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(65): Found resource "http://localhost:1080/WebTours/images/itinerary.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(65): Found resource "http://localhost:1080/WebTours/images/in_home.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(65): Found resource "http://localhost:1080/WebTours/images/signoff.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(65): Registered web_reg_find successful for "Text=User password was correct - added a cookie with the user's default" (count=1)  	[MsgId: MMSG-26364]
Action.c(65): web_submit_data("login.pl") was successful, 5782 body bytes, 2026 header bytes, 36 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(82): Notify: Transaction "login" ended with a "Pass" status (Duration: 0,6136 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(84): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(84): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(87): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(87): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(90): Think time - Waiting 1,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(90): lr_think_time: 1,00 seconds (recorded think time was 6,00 seconds).	[MsgId: MMSG-15947]
Action.c(92): web_url("Search Flights Button") started  	[MsgId: MMSG-26355]
Action.c(92): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights" in "http://localhost:1080/cgi-bin/welcome.pl?page=search"  	[MsgId: MMSG-26574]
Action.c(92): Detected non-resource "http://localhost:1080/cgi-bin/reservations.pl?page=welcome" in "http://localhost:1080/cgi-bin/welcome.pl?page=search"  	[MsgId: MMSG-26574]
Action.c(92): Found resource "http://localhost:1080/WebTours/images/in_flights.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights"  	[MsgId: MMSG-26659]
Action.c(92): Resource "http://localhost:1080/WebTours/images/itinerary.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(92): Found resource "http://localhost:1080/WebTours/images/home.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights"  	[MsgId: MMSG-26659]
Action.c(92): Resource "http://localhost:1080/WebTours/images/signoff.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(92): Found resource "http://localhost:1080/WebTours/images/button_next.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl?page=welcome"  	[MsgId: MMSG-26659]
Action.c(92): web_url("Search Flights Button") was successful, 8516 body bytes, 1616 header bytes, 43 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(102): web_add_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(102): web_add_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(105): Think time - Waiting 1,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(105): lr_think_time: 1,00 seconds (recorded think time was 22,00 seconds).	[MsgId: MMSG-15947]
Action.c(107): Notify: Transaction "insert_info_for_ticket_search" started.	[MsgId: MMSG-16999]
Action.c(110): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(110): Notify: Parameter Substitution: parameter "departure" =  "Portland"	[MsgId: MMSG-13992]
Action.c(110): Notify: Next row for parameter arrival = 1 [table  = arrival].	[MsgId: MMSG-13876]
Action.c(110): Notify: Parameter Substitution: parameter "arrival" =  "Frankfurt"	[MsgId: MMSG-13992]
Action.c(110): Notify: Parameter Substitution: parameter "departDate" =  "02/23/2021"	[MsgId: MMSG-13992]
Action.c(110): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(114): web_reg_save_param_attrib started  	[MsgId: MMSG-26355]
Action.c(114): Notify: Parameter Substitution: parameter "randIndex" =  "4"	[MsgId: MMSG-13992]
Action.c(114): Registering web_reg_save_param_attrib was successful  	[MsgId: MMSG-26390]
Action.c(125): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(125): Notify: Parameter Substitution: parameter "randIndex" =  "4"	[MsgId: MMSG-13992]
Action.c(125): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(131): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(131): Notify: Parameter Substitution: parameter "randIndex" =  "4"	[MsgId: MMSG-13992]
Action.c(131): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(137): web_submit_data("reservations.pl") started  	[MsgId: MMSG-26355]
Action.c(137): Notify: Parameter Substitution: parameter "departure" =  "Portland"	[MsgId: MMSG-13992]
Action.c(137): Notify: Parameter Substitution: parameter "departDate" =  "02/23/2021"	[MsgId: MMSG-13992]
Action.c(137): Notify: Next row for parameter arrival = 1 [table  = arrival].	[MsgId: MMSG-13876]
Action.c(137): Notify: Parameter Substitution: parameter "arrival" =  "Frankfurt"	[MsgId: MMSG-13992]
Action.c(137): Notify: Parameter Substitution: parameter "returnDate" =  "06/03/2021"	[MsgId: MMSG-13992]
Action.c(137): Notify: Parameter Substitution: parameter "numPassengers" =  "1"	[MsgId: MMSG-13992]
Action.c(137): Notify: Parameter Substitution: parameter "seatPref" =  "Window"	[MsgId: MMSG-13992]
Action.c(137): Notify: Parameter Substitution: parameter "seatType" =  "Coach"	[MsgId: MMSG-13992]
Action.c(137): Notify: Saving Parameter "flight_id = 513".	[MsgId: MMSG-13798]
Action.c(137): Notify: Saving Parameter "flight_time = 11p".	[MsgId: MMSG-13798]
Action.c(137): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(137): Notify: Saving Parameter "outboundFlight_id = 513;261;02/23/2021".	[MsgId: MMSG-13798]
Action.c(137): Registered web_reg_find successful for "Text=Flight departing from <B>Portland</B> to <B>Frankfurt</B> on <B>02/23/2021</B>" (count=1)  	[MsgId: MMSG-26364]
Action.c(137): web_submit_data("reservations.pl") was successful, 2448 body bytes, 255 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(161): Notify: Transaction "insert_info_for_ticket_search" ended with a "Pass" status (Duration: 0,3135 Wasted Time: 0,1375).	[MsgId: MMSG-16871]
Action.c(163): Think time - Waiting 1,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(163): lr_think_time: 1,00 seconds (recorded think time was 28,00 seconds).	[MsgId: MMSG-15947]
Action.c(165): Notify: Transaction "choose_the_flight" started.	[MsgId: MMSG-16999]
Action.c(168): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(168): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(175): web_submit_data("reservations.pl_2") started  	[MsgId: MMSG-26355]
Action.c(175): Notify: Parameter Substitution: parameter "outboundFlight_id" =  "513;261;02/23/2021"	[MsgId: MMSG-13992]
Action.c(175): Notify: Parameter Substitution: parameter "numPassengers" =  "1"	[MsgId: MMSG-13992]
Action.c(175): Notify: Parameter Substitution: parameter "seatType" =  "Coach"	[MsgId: MMSG-13992]
Action.c(175): Notify: Parameter Substitution: parameter "seatPref" =  "Window"	[MsgId: MMSG-13992]
Action.c(175): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(175): Registered web_reg_find successful for "Text=Flight Reservation" (count=1)  	[MsgId: MMSG-26364]
Action.c(175): web_submit_data("reservations.pl_2") was successful, 2676 body bytes, 255 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(193): Notify: Transaction "choose_the_flight" ended with a "Pass" status (Duration: 0,1725 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(195): web_remove_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(195): Previous automatically added web header for "Origin" removed  	[MsgId: MMSG-26587]
Action.c(195): web_remove/revert_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(197): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(197): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
Action.c(197): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(199): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(199): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
Action.c(199): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(201): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(201): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(204): Think time - Waiting 1,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(204): lr_think_time: 1,00 seconds (recorded think time was 27,00 seconds).	[MsgId: MMSG-15947]
Action.c(206): Notify: Transaction "insert_payment_info" started.	[MsgId: MMSG-16999]
Action.c(209): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(209): Notify: Parameter Substitution: parameter "departDate" =  "02/23/2021"	[MsgId: MMSG-13992]
Action.c(209): Notify: Parameter Substitution: parameter "flight_time" =  "11p"	[MsgId: MMSG-13992]
Action.c(209): Notify: Parameter Substitution: parameter "flight_id" =  "513"	[MsgId: MMSG-13992]
Action.c(209): Notify: Parameter Substitution: parameter "departure" =  "Portland"	[MsgId: MMSG-13992]
Action.c(209): Notify: Next row for parameter arrival = 1 [table  = arrival].	[MsgId: MMSG-13876]
Action.c(209): Notify: Parameter Substitution: parameter "arrival" =  "Frankfurt"	[MsgId: MMSG-13992]
Action.c(209): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(218): web_submit_data("reservations.pl_3") started  	[MsgId: MMSG-26355]
Action.c(218): Notify: Next row for parameter firstName = 11 [table  = firstName].	[MsgId: MMSG-13876]
Action.c(218): Notify: Parameter Substitution: parameter "firstName" =  "Colin"	[MsgId: MMSG-13992]
Action.c(218): Notify: Next row for parameter lastName = 11 [table  = lastName].	[MsgId: MMSG-13876]
Action.c(218): Notify: Parameter Substitution: parameter "lastName" =  "Fert"	[MsgId: MMSG-13992]
Action.c(218): Notify: Next row for parameter address1 = 11 [table  = address1].	[MsgId: MMSG-13876]
Action.c(218): Notify: Parameter Substitution: parameter "address1" =  "Jordon st., 52"	[MsgId: MMSG-13992]
Action.c(218): Notify: Next row for parameter address2 = 11 [table  = address2].	[MsgId: MMSG-13876]
Action.c(218): Notify: Parameter Substitution: parameter "address2" =  "Los-Angeles"	[MsgId: MMSG-13992]
Action.c(218): Notify: Next row for parameter pass1 = 11 [table  = pass1].	[MsgId: MMSG-13876]
Action.c(218): Notify: Parameter Substitution: parameter "pass1" =  "Colin Fert"	[MsgId: MMSG-13992]
Action.c(218): Notify: Next row for parameter creditCard = 11 [table  = creditCard].	[MsgId: MMSG-13876]
Action.c(218): Notify: Parameter Substitution: parameter "creditCard" =  "6625233332555552"	[MsgId: MMSG-13992]
Action.c(218): Notify: Next row for parameter expDate = 11 [table  = expDate].	[MsgId: MMSG-13876]
Action.c(218): Notify: Parameter Substitution: parameter "expDate" =  "01/24"	[MsgId: MMSG-13992]
Action.c(218): Notify: Parameter Substitution: parameter "numPassengers" =  "1"	[MsgId: MMSG-13992]
Action.c(218): Notify: Parameter Substitution: parameter "seatType" =  "Coach"	[MsgId: MMSG-13992]
Action.c(218): Notify: Parameter Substitution: parameter "seatPref" =  "Window"	[MsgId: MMSG-13992]
Action.c(218): Notify: Parameter Substitution: parameter "outboundFlight_id" =  "513;261;02/23/2021"	[MsgId: MMSG-13992]
Action.c(218): Found resource "http://localhost:1080/WebTours/images/bookanother.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl"  	[MsgId: MMSG-26659]
Action.c(218): Registered web_reg_find successful for "Text=02/23/2021 :  11pm : Flight 513 leaves Portland  for Frankfurt." (count=1)  	[MsgId: MMSG-26364]
Action.c(218): web_submit_data("reservations.pl_3") was successful, 3295 body bytes, 653 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(247): Notify: Transaction "insert_payment_info" ended with a "Pass" status (Duration: 0,1927 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(249): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(249): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(252): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(252): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(255): Think time - Waiting 1,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(255): lr_think_time: 1,00 seconds (recorded think time was 10,00 seconds).	[MsgId: MMSG-15947]
Action.c(257): Notify: Transaction "view_itinerary" started.	[MsgId: MMSG-16999]
Action.c(260): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(260): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(265): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(265): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(271): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(271): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(277): web_url("Itinerary Button") started  	[MsgId: MMSG-26355]
Action.c(277): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=itinerary" in "http://localhost:1080/cgi-bin/welcome.pl?page=itinerary"  	[MsgId: MMSG-26574]
Action.c(277): Detected non-resource "http://localhost:1080/cgi-bin/itinerary.pl" in "http://localhost:1080/cgi-bin/welcome.pl?page=itinerary"  	[MsgId: MMSG-26574]
Action.c(277): Resource "http://localhost:1080/WebTours/images/flights.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(277): Found resource "http://localhost:1080/WebTours/images/in_itinerary.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=itinerary"  	[MsgId: MMSG-26659]
Action.c(277): Resource "http://localhost:1080/WebTours/images/home.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(277): Resource "http://localhost:1080/WebTours/images/signoff.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(277): Notify: Saving Parameter "flightsNum_1 = 1".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_1 = 205646363-830-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_2 = 2".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_2 = 205638249-1594-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_3 = 3".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_3 = 205660406-2382-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_4 = 4".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_4 = 205631898-3097-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_5 = 5".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_5 = 205660439-3912-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_6 = 6".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_6 = 205643413-4628-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_7 = 7".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_7 = 205660501-5426-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_8 = 8".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_8 = 205643416-6172-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_9 = 9".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_9 = 205646434-6979-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_10 = 10".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_10 = 205660429-7738-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_11 = 11".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_11 = 205631859-8477-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_12 = 12".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_12 = 205648570-9262-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_13 = 13".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_13 = 205660501-10042-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_14 = 14".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_14 = 205655234-10795-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_15 = 15".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_15 = 2056585966-115469-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_16 = 16".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_16 = 205648530-12332-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_17 = 17".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_17 = 205634929-13085-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_18 = 18".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_18 = 205643342-13865-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_19 = 19".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_19 = 205638282-14664-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_20 = 20".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_20 = 205662978-15417-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_21 = 21".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_21 = 205631859-16169-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_22 = 22".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_22 = 205631895-16936-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_23 = 23".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_23 = 2056381523-177009-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_24 = 24".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_24 = 205634893-18470-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_25 = 25".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_25 = 205638293-19301-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_26 = 26".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_26 = 205660395-20051-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_27 = 27".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_27 = 205655199-20798-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_28 = 28".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_28 = 205631933-21553-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_29 = 29".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_29 = 205648570-22339-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_30 = 30".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_30 = 205648530-23101-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_31 = 31".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_31 = 205658548-23907-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_32 = 32".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_32 = 205643449-24626-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_33 = 33".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_33 = 205631969-25397-CF".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightsNum_34 = 34".	[MsgId: MMSG-13798]
Action.c(277): Notify: Saving Parameter "flightID_34 = 205660395-26205-CF".	[MsgId: MMSG-13798]
